availability_assumption,availability_basis,feature_available_through,feature_version,horizon_hours,input_manifest_sha256,lineage_id,location_id,origin,origin_local_date,origin_local_hour,origin_local_weekday,pm25_lag_12h,pm25_lag_1h,pm25_lag_24h,pm25_lag_3h,pm25_lag_48h,pm25_lag_6h,pm25_lag_72h,pm25_last_age_hours,pm25_last_available,pm25_trailing_count_12h,pm25_trailing_count_24h,pm25_trailing_count_3h,pm25_trailing_count_6h,pm25_trailing_mean_12h,pm25_trailing_mean_24h,pm25_trailing_mean_3h,pm25_trailing_mean_6h,pm25_trailing_std_24h,pm_asof_rows,pm_available_through,pm_full_lag_coverage,pm_history_reason,purge_reason,purged,sensor_id,split,target_available,target_end,target_local_date,target_local_hour,target_local_weekday,target_missing_reason,target_observation_id,target_quality,target_revision,target_start,weather_forecast_apparent_temperature,weather_forecast_cloud_cover,weather_forecast_missing_count,weather_forecast_precipitation,weather_forecast_reason,weather_forecast_relative_humidity_2m,weather_forecast_run_provenance,weather_forecast_shortwave_radiation,weather_forecast_snapshot_id,weather_forecast_surface_pressure,weather_forecast_temperature_2m,weather_forecast_wind_direction_cos,weather_forecast_wind_direction_sin,weather_forecast_wind_speed_10m
,captured,,phase7_features_v7,6,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_14581375|2026-06-08T02:00:00+00:00|6,oceanpark,2026-06-08T02:00:00+00:00,2026-06-08,9,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_14581375,train,True,2026-06-08T08:00:00+00:00,2026-06-08,15,0,ok,56,accepted,1,2026-06-08T07:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,24,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_14581375|2026-06-08T02:00:00+00:00|24,oceanpark,2026-06-08T02:00:00+00:00,2026-06-08,9,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_14581375,train,True,2026-06-09T02:00:00+00:00,2026-06-09,9,1,ok,2294,accepted,1,2026-06-09T01:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,6,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_11357424|2026-06-08T03:00:00+00:00|6,cmt8,2026-06-08T03:00:00+00:00,2026-06-08,10,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_11357424,train,True,2026-06-08T09:00:00+00:00,2026-06-08,16,0,ok,33,accepted,2,2026-06-08T08:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,24,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_11357424|2026-06-08T03:00:00+00:00|24,cmt8,2026-06-08T03:00:00+00:00,2026-06-08,10,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_11357424,train,True,2026-06-09T03:00:00+00:00,2026-06-09,10,1,ok,217,accepted,1,2026-06-09T02:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,6,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_14581375|2026-06-08T03:00:00+00:00|6,oceanpark,2026-06-08T03:00:00+00:00,2026-06-08,10,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_14581375,train,True,2026-06-08T09:00:00+00:00,2026-06-08,16,0,ok,57,accepted,1,2026-06-08T08:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,24,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_14581375|2026-06-08T03:00:00+00:00|24,oceanpark,2026-06-08T03:00:00+00:00,2026-06-08,10,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_14581375,train,True,2026-06-09T03:00:00+00:00,2026-06-09,10,1,ok,2295,accepted,1,2026-06-09T02:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,6,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_11357424|2026-06-08T04:00:00+00:00|6,cmt8,2026-06-08T04:00:00+00:00,2026-06-08,11,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_11357424,train,True,2026-06-08T10:00:00+00:00,2026-06-08,17,0,ok,34,accepted,2,2026-06-08T09:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,24,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_11357424|2026-06-08T04:00:00+00:00|24,cmt8,2026-06-08T04:00:00+00:00,2026-06-08,11,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_11357424,train,True,2026-06-09T04:00:00+00:00,2026-06-09,11,1,ok,218,accepted,1,2026-06-09T03:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,6,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_14581375|2026-06-08T04:00:00+00:00|6,oceanpark,2026-06-08T04:00:00+00:00,2026-06-08,11,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_14581375,train,True,2026-06-08T10:00:00+00:00,2026-06-08,17,0,ok,58,accepted,1,2026-06-08T09:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,24,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_14581375|2026-06-08T04:00:00+00:00|24,oceanpark,2026-06-08T04:00:00+00:00,2026-06-08,11,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_14581375,train,True,2026-06-09T04:00:00+00:00,2026-06-09,11,1,ok,2296,accepted,1,2026-06-09T03:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,6,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_11357424|2026-06-08T05:00:00+00:00|6,cmt8,2026-06-08T05:00:00+00:00,2026-06-08,12,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_11357424,train,True,2026-06-08T11:00:00+00:00,2026-06-08,18,0,ok,35,accepted,2,2026-06-08T10:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,24,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_11357424|2026-06-08T05:00:00+00:00|24,cmt8,2026-06-08T05:00:00+00:00,2026-06-08,12,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_11357424,train,True,2026-06-09T05:00:00+00:00,2026-06-09,12,1,ok,219,accepted,1,2026-06-09T04:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,6,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_14581375|2026-06-08T05:00:00+00:00|6,oceanpark,2026-06-08T05:00:00+00:00,2026-06-08,12,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_14581375,train,True,2026-06-08T11:00:00+00:00,2026-06-08,18,0,ok,59,accepted,1,2026-06-08T10:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,24,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_14581375|2026-06-08T05:00:00+00:00|24,oceanpark,2026-06-08T05:00:00+00:00,2026-06-08,12,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_14581375,train,True,2026-06-09T05:00:00+00:00,2026-06-09,12,1,ok,2297,accepted,1,2026-06-09T04:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,6,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_11357424|2026-06-08T06:00:00+00:00|6,cmt8,2026-06-08T06:00:00+00:00,2026-06-08,13,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_11357424,train,True,2026-06-08T12:00:00+00:00,2026-06-08,19,0,ok,36,accepted,2,2026-06-08T11:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,24,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_11357424|2026-06-08T06:00:00+00:00|24,cmt8,2026-06-08T06:00:00+00:00,2026-06-08,13,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_11357424,train,True,2026-06-09T06:00:00+00:00,2026-06-09,13,1,ok,220,accepted,1,2026-06-09T05:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,6,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_14581375|2026-06-08T06:00:00+00:00|6,oceanpark,2026-06-08T06:00:00+00:00,2026-06-08,13,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_14581375,train,True,2026-06-08T12:00:00+00:00,2026-06-08,19,0,ok,60,accepted,1,2026-06-08T11:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,24,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_14581375|2026-06-08T06:00:00+00:00|24,oceanpark,2026-06-08T06:00:00+00:00,2026-06-08,13,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_14581375,train,True,2026-06-09T06:00:00+00:00,2026-06-09,13,1,ok,2298,accepted,1,2026-06-09T05:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,6,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_11357424|2026-06-08T07:00:00+00:00|6,cmt8,2026-06-08T07:00:00+00:00,2026-06-08,14,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_11357424,train,True,2026-06-08T13:00:00+00:00,2026-06-08,20,0,ok,37,accepted,2,2026-06-08T12:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,24,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_11357424|2026-06-08T07:00:00+00:00|24,cmt8,2026-06-08T07:00:00+00:00,2026-06-08,14,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_11357424,train,True,2026-06-09T07:00:00+00:00,2026-06-09,14,1,ok,221,accepted,1,2026-06-09T06:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,6,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_14581375|2026-06-08T07:00:00+00:00|6,oceanpark,2026-06-08T07:00:00+00:00,2026-06-08,14,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_14581375,train,True,2026-06-08T13:00:00+00:00,2026-06-08,20,0,ok,61,accepted,1,2026-06-08T12:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,24,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_14581375|2026-06-08T07:00:00+00:00|24,oceanpark,2026-06-08T07:00:00+00:00,2026-06-08,14,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_14581375,train,True,2026-06-09T07:00:00+00:00,2026-06-09,14,1,ok,2299,accepted,1,2026-06-09T06:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,6,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_11357424|2026-06-08T08:00:00+00:00|6,cmt8,2026-06-08T08:00:00+00:00,2026-06-08,15,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_11357424,train,True,2026-06-08T14:00:00+00:00,2026-06-08,21,0,ok,38,accepted,2,2026-06-08T13:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,24,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_11357424|2026-06-08T08:00:00+00:00|24,cmt8,2026-06-08T08:00:00+00:00,2026-06-08,15,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_11357424,train,True,2026-06-09T08:00:00+00:00,2026-06-09,15,1,ok,222,accepted,1,2026-06-09T07:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
,captured,,phase7_features_v7,6,bdd8c24f86bc4cceab70068f46347a28a0eef585ea00202aebae9ce9e733116c,openaq_14581375|2026-06-08T08:00:00+00:00|6,oceanpark,2026-06-08T08:00:00+00:00,2026-06-08,15,0,,,,,,,,,,0,0,0,0,,,,,,0,,False,no_eligible_accepted_values,,False,openaq_14581375,train,True,2026-06-08T14:00:00+00:00,2026-06-08,21,0,ok,62,accepted,1,2026-06-08T13:00:00+00:00,,,9,,no_eligible_vintage,,,,,,,,,
