apparent_temperature_quality,apparent_temperature_snapshot_id,apparent_temperature_source_value,apparent_temperature_value,apparent_temperature_value_id,cloud_cover_quality,cloud_cover_snapshot_id,cloud_cover_source_value,cloud_cover_value,cloud_cover_value_id,local_date,local_hour,location_id,measurement_id,period_end,period_start,pm25,precipitation_quality,precipitation_snapshot_id,precipitation_source_value,precipitation_value,precipitation_value_id,quality,relative_humidity_2m_quality,relative_humidity_2m_snapshot_id,relative_humidity_2m_source_value,relative_humidity_2m_value,relative_humidity_2m_value_id,response_id,revision,sensor_id,shortwave_radiation_quality,shortwave_radiation_snapshot_id,shortwave_radiation_source_value,shortwave_radiation_value,shortwave_radiation_value_id,source_pm25,surface_pressure_quality,surface_pressure_snapshot_id,surface_pressure_source_value,surface_pressure_value,surface_pressure_value_id,temperature_2m_quality,temperature_2m_snapshot_id,temperature_2m_source_value,temperature_2m_value,temperature_2m_value_id,weekday,wind_direction_10m_quality,wind_direction_10m_snapshot_id,wind_direction_10m_source_value,wind_direction_10m_value,wind_direction_10m_value_id,wind_speed_10m_quality,wind_speed_10m_snapshot_id,wind_speed_10m_source_value,wind_speed_10m_value,wind_speed_10m_value_id
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,36.1,36.1,3409,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,97.0,97.0,4417,2026-06-08,7,cmt8,25,2026-06-08T01:00:00+00:00,2026-06-08T00:00:00+00:00,32.9,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.1,0.1,3746,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,86.0,86.0,3577,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,317.0,317.0,4586,32.9,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1009.6,1009.6,4249,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,29.3,29.3,3241,0,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,218.0,218.0,4081,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1.96,1.96,3913
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,36.0,36.0,3410,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,94.0,94.0,4418,2026-06-08,8,cmt8,26,2026-06-08T02:00:00+00:00,2026-06-08T01:00:00+00:00,31.2,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.1,0.1,3747,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,83.0,83.0,3578,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,471.0,471.0,4587,31.2,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1009.8,1009.8,4250,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,30.0,30.0,3242,0,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,229.0,229.0,4082,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,3.62,3.62,3914
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,36.4,36.4,3411,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,55.0,55.0,4419,2026-06-08,9,cmt8,27,2026-06-08T03:00:00+00:00,2026-06-08T02:00:00+00:00,27.4,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.1,0.1,3748,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,77.0,77.0,3579,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,598.0,598.0,4588,27.4,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1009.5,1009.5,4251,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,30.9,30.9,3243,0,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,232.0,232.0,4083,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,3.99,3.99,3915
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,37.0,37.0,3412,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,39.0,39.0,4420,2026-06-08,10,cmt8,28,2026-06-08T04:00:00+00:00,2026-06-08T03:00:00+00:00,28.7,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.1,0.1,3749,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,73.0,73.0,3580,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,734.0,734.0,4589,28.7,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1009.5,1009.5,4252,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,31.4,31.4,3244,0,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,238.0,238.0,4084,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,4.07,4.07,3916
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,38.6,38.6,3413,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,45.0,45.0,4421,2026-06-08,11,cmt8,29,2026-06-08T05:00:00+00:00,2026-06-08T04:00:00+00:00,27.3,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.1,0.1,3750,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,71.0,71.0,3581,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,787.0,787.0,4590,27.3,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1008.8,1008.8,4253,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,32.0,32.0,3245,0,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,245.0,245.0,4085,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,3.53,3.53,3917
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,40.0,40.0,3414,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,64.0,64.0,4422,2026-06-08,12,cmt8,30,2026-06-08T06:00:00+00:00,2026-06-08T05:00:00+00:00,27.7,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.2,0.2,3751,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,70.0,70.0,3582,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,768.0,768.0,4591,27.7,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1008.5,1008.5,4254,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,32.6,32.6,3246,0,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,249.0,249.0,4086,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,3.17,3.17,3918
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,40.1,40.1,3415,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,86.0,86.0,4423,2026-06-08,13,cmt8,31,2026-06-08T07:00:00+00:00,2026-06-08T06:00:00+00:00,25.3,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,3.4,3.4,3752,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,66.0,66.0,3583,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,614.0,614.0,4592,25.3,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1007.3,1007.3,4255,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,33.1,33.1,3247,0,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,253.0,253.0,4087,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,2.93,2.93,3919
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,37.4,37.4,3416,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,96.0,96.0,4424,2026-06-08,14,cmt8,32,2026-06-08T08:00:00+00:00,2026-06-08T07:00:00+00:00,29.2,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,2.7,2.7,3753,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,77.0,77.0,3584,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,359.0,359.0,4593,29.2,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1007.0,1007.0,4256,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,31.3,31.3,3248,0,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,236.0,236.0,4088,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,4.26,4.26,3920
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,37.4,37.4,3417,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,100.0,100.0,4425,2026-06-08,15,cmt8,33,2026-06-08T09:00:00+00:00,2026-06-08T08:00:00+00:00,29.2,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.1,0.1,3754,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,77.0,77.0,3585,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,243.0,243.0,4594,29.2,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1006.8,1006.8,4257,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,31.3,31.3,3249,0,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,219.0,219.0,4089,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,3.27,3.27,3921
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,37.1,37.1,3418,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,93.0,93.0,4426,2026-06-08,16,cmt8,34,2026-06-08T10:00:00+00:00,2026-06-08T09:00:00+00:00,29.8,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,3755,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,78.0,78.0,3586,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,127.0,127.0,4595,29.8,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1006.3,1006.3,4258,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,31.2,31.2,3250,0,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,230.0,230.0,4090,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,3.94,3.94,3922
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,36.7,36.7,3419,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,94.0,94.0,4427,2026-06-08,17,cmt8,35,2026-06-08T11:00:00+00:00,2026-06-08T10:00:00+00:00,25.9,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,3756,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,78.0,78.0,3587,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,67.0,67.0,4596,25.9,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1007.0,1007.0,4259,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,30.2,30.2,3251,0,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,246.0,246.0,4091,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1.7,1.7,3923
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,37.2,37.2,3420,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,40.0,40.0,4428,2026-06-08,18,cmt8,36,2026-06-08T12:00:00+00:00,2026-06-08T11:00:00+00:00,31.8,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,3757,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,82.0,82.0,3588,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1.0,1.0,4597,31.8,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1007.1,1007.1,4260,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,29.9,29.9,3252,0,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,220.0,220.0,4092,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.78,0.78,3924
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,35.6,35.6,3421,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,38.0,38.0,4429,2026-06-08,19,cmt8,37,2026-06-08T13:00:00+00:00,2026-06-08T12:00:00+00:00,26.2,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,3758,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,85.0,85.0,3589,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,4598,26.2,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1007.2,1007.2,4261,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,28.7,28.7,3253,0,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,176.0,176.0,4093,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.8,0.8,3925
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,35.7,35.7,3422,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,79.0,79.0,4430,2026-06-08,20,cmt8,38,2026-06-08T14:00:00+00:00,2026-06-08T13:00:00+00:00,23.9,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,3759,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,84.0,84.0,3590,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,4599,23.9,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1007.7,1007.7,4262,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,28.8,28.8,3254,0,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,172.0,172.0,4094,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.76,0.76,3926
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,35.2,35.2,3423,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,80.0,80.0,4431,2026-06-08,21,cmt8,39,2026-06-08T15:00:00+00:00,2026-06-08T14:00:00+00:00,29.2,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.2,0.2,3760,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,84.0,84.0,3591,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,4600,29.2,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1008.3,1008.3,4263,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,28.6,28.6,3255,0,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,177.0,177.0,4095,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1.1,1.1,3927
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,34.2,34.2,3424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,94.0,94.0,4432,2026-06-08,22,cmt8,40,2026-06-08T16:00:00+00:00,2026-06-08T15:00:00+00:00,20.4,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.1,0.1,3761,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,88.0,88.0,3592,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,4601,20.4,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1009.6,1009.6,4264,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,27.9,27.9,3256,0,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,212.0,212.0,4096,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1.89,1.89,3928
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,33.7,33.7,3425,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,96.0,96.0,4433,2026-06-08,23,cmt8,41,2026-06-08T17:00:00+00:00,2026-06-08T16:00:00+00:00,21.2,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,3762,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,89.0,89.0,3593,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,4602,21.2,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1009.5,1009.5,4265,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,27.6,27.6,3257,0,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,220.0,220.0,4097,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,2.09,2.09,3929
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,33.7,33.7,3426,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,95.0,95.0,4434,2026-06-09,0,cmt8,42,2026-06-08T18:00:00+00:00,2026-06-08T17:00:00+00:00,19.4,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,3763,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,90.0,90.0,3594,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,4603,19.4,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1009.2,1009.2,4266,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,27.7,27.7,3258,1,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,214.0,214.0,4098,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,2.59,2.59,3930
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,33.4,33.4,3427,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,93.0,93.0,4435,2026-06-09,1,cmt8,43,2026-06-08T19:00:00+00:00,2026-06-08T18:00:00+00:00,22.3,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,3764,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,92.0,92.0,3595,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,4604,22.3,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1008.9,1008.9,4267,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,27.4,27.4,3259,1,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,219.0,219.0,4099,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,2.63,2.63,3931
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,33.5,33.5,3428,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,97.0,97.0,4436,2026-06-09,2,cmt8,44,2026-06-08T20:00:00+00:00,2026-06-08T19:00:00+00:00,28.0,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,3765,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,93.0,93.0,3596,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,4605,28.0,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1008.1,1008.1,4268,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,27.4,27.4,3260,1,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,229.0,229.0,4100,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,2.45,2.45,3932
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,33.7,33.7,3429,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,96.0,96.0,4437,2026-06-09,3,cmt8,45,2026-06-08T21:00:00+00:00,2026-06-08T20:00:00+00:00,19.9,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,3766,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,94.0,94.0,3597,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,4606,19.9,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1007.6,1007.6,4269,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,27.3,27.3,3261,1,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,230.0,230.0,4101,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,2.09,2.09,3933
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,33.3,33.3,3430,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,98.0,98.0,4438,2026-06-09,4,cmt8,46,2026-06-08T22:00:00+00:00,2026-06-08T21:00:00+00:00,22.4,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,3767,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,94.0,94.0,3598,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,4607,22.4,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1007.7,1007.7,4270,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,27.1,27.1,3262,1,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,227.0,227.0,4102,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,2.33,2.33,3934
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,34.7,34.7,3431,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,98.0,98.0,4439,2026-06-09,5,cmt8,47,2026-06-08T23:00:00+00:00,2026-06-08T22:00:00+00:00,29.2,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,3768,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,92.0,92.0,3599,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,9.0,9.0,4608,29.2,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1008.2,1008.2,4271,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,27.9,27.9,3263,1,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,214.0,214.0,4103,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1.69,1.69,3935
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,34.7,34.7,3432,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,98.0,98.0,4440,2026-06-09,6,cmt8,48,2026-06-09T00:00:00+00:00,2026-06-08T23:00:00+00:00,29.3,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.0,0.0,3769,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,91.0,91.0,3600,37826fe4-7b04-493d-8fcd-68c93696883a,2,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,115.0,115.0,4609,29.3,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1008.5,1008.5,4272,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,28.1,28.1,3264,1,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,215.0,215.0,4104,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,2.01,2.01,3936
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,35.3,35.3,3433,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,99.0,99.0,4441,2026-06-09,7,cmt8,215,2026-06-09T01:00:00+00:00,2026-06-09T00:00:00+00:00,23.5,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.1,0.1,3770,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,88.0,88.0,3601,7e950778-6b23-48fd-a082-166e2845b958,1,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,303.0,303.0,4610,23.5,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1009.0,1009.0,4273,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,28.8,28.8,3265,1,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,223.0,223.0,4105,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,2.58,2.58,3937
accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,35.2,35.2,3434,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,100.0,100.0,4442,2026-06-09,8,cmt8,216,2026-06-09T02:00:00+00:00,2026-06-09T01:00:00+00:00,22.7,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,0.1,0.1,3771,accepted,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,87.0,87.0,3602,7e950778-6b23-48fd-a082-166e2845b958,1,openaq_11357424,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,452.0,452.0,4611,22.7,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,1009.2,1009.2,4274,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,29.3,29.3,3266,1,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,233.0,233.0,4106,accepted,ee236eeb-59a7-4e5e-8872-d83ed8e39b51,4.0,4.0,3938
